Name	Type	Category	Base Power	Accuracy	Priority	Description	Max PP	Makes Contact?	Level	Range	Natural Users	Flavor Text	Porting Status	Meta
Venom Drench	Poison	Status	100	20	0	If the target is poisoned, Venom Drench lowers its Attack, Special Attack and Speed by one stage each.	20	No	42	All opponent Pokémon within reach	14	Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target.	OK	
Venoshock	Poison	Special	65	20	0	Inflicts double damage if the target is poisoned.	10	No	24	Single Pokémon within 10m	21	The user drenches the target in a special poisonous liquid. This move’s power is doubled if the target is poisoned.	OK	
Vine Whip	Grass	Physical	45	20	0	Vine Whip deals damage with no additional effect.	25	Yes	3	Single adjacent Pokémon	7	The target is struck with slender, whiplike vines to inflict damage.	OK	
Vise Grip	Normal	Physical	55	20	0	Vise Grip deals damage with no additional effect.	30	Yes	1	Single adjacent Pokémon	11	The target is gripped and squeezed from both sides to inflict damage.	OK	
Vital Throw	Fighting	Physical	70		-1	Vital Throw grabs an opponent and deals damage at the beginning of the attacker's next turn. Vital Throw ignores changes to the Accuracy and Evasion stats. However, it cannot target Pokémon who are Rooted or during the invulnerable stage of Bounce, Dig, Dive, Fly, Shadow Force or Sky Drop. Pokémon who are grabbed lose their movement on their turn and cannot initiate the Moves listed above, but they may use other Moves.	10	Yes	24	Single adjacent Pokémon	8	The user attacks last. In return, this throw move never misses.	OK?	It feels like this one may have more edge cases.
Volt Switch	Electric	Special	70	20	0	After making its attack, the user swaps places with an ally Pokémon within movement range	20	No	31	Single adjacent Pokémon	10	After making its attack, the user rushes back to switch places with a party Pokémon in waiting.	OK	copied from Flip Turn / U-Turn
Volt Tackle	Electric	Physical	120	20	0	Volt Tackle deals damage and has a 10% chance (a d20 rolls 19 or higher) of paralyzing the target, but the user receives one third of the damage it inflicted in recoil. In other words, if the attack does 90 HP damage to the opponent, the user will lose 30 HP.	15	Yes	20	Single adjacent Pokémon	0	The user electrifies itself and charges the target. This also damages the user quite a lot. This attack may leave the target with paralysis.	OK	
Wake-Up Slap	Fighting	Physical	70	20	0	Wake-Up Slap deals damage, and hits with double power (140) if the target is asleep. However, it also wakes up the target.	10	Yes	29	Single adjacent Pokémon	22	This attack inflicts big damage on a sleeping target. This also wakes the target up, however.	OK	
Water Gun	Water	Special	40	20	0	Water Gun deals damage with no additional effect.	25	No	1	Single Pokémon within 10m	97	The target is blasted with a forceful shot of water.	OK	
Water Pledge	Water	Special	80	20	0	Water Pledge deals damage at base power 80. If a teammate uses Grass Pledge or Fire Pledge in the same turn, the moves combine into one attack of base power 160 and added effects appear. The faster Pokémon moves first but waits for the other Pokémon to make their move. When the slower Pledge user moves, the combo attack hits the Pokémon the slower user was targeting. If Water Pledge is used with Grass Pledge, the move animation shows Grass Pledge and a swamp envelops the foe's team that halves the opponents' speed for 4 turns. If Water Pledge is used with Fire Pledge, the move animation shows Water Pledge and a rainbow appears in the sky on your team's side that doubles the chance of moves' secondary effects occurring for 4 turns.	10	No	50	Single adjacent Pokémon	0	A column of water hits the target. When used with its fire equivalent, its power increases and a rainbow appears.	Broken	
Water Pulse	Water	Special	60	20	0	Water Pulse deals damage and has a 20% chance (a d20 rolls 17 or higher) of confusing the target. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused.	20	No	16	Single Pokémon within 10m	50	The user attacks the target with a pulsing blast of water. This may also confuse the target.	OK	
Water Shuriken	Water	Special	15	20	1	Water Shuriken hits 1d4 + 1 times and attacks with increased priority. See rules for "Multi-Hit Moves" for more details.	20	No	1	Single Pokémon within 10m	1	The user hits the target with throwing stars two to five times in a row. This move always goes first.	OK	
Water Sport	Water	Status			0	The user soaks the battlefield with water. Water Sport reduces the power of Fire-type moves by 50%. The effect applies to the entire field. Most Pokémon that learn Water Sport are part Water type and thus already resistant to Fire attacks.	15	No	3	All terrain within 50m	48	This weakens Fire-type moves for five turns.	OK?	
Water Spout	Water	Special	-	20	0	Water Spout has a base power equal to the user's current HP, to a maximum of 150. Water Spout is a counterpart move to Eruption. It is also similar to Crush Grip and Wring Out, based on the user rather than the opponent.	5	No	54	All Pokémon within 10m	5	The user spouts water to damage opposing Pokémon. The lower the user’s HP, the lower the move’s power.	OK?	changed to indiscriminate AOE similar to Eruption
Waterfall	Water	Physical	80	20	0	Waterfall deals damage and has a 20% chance (a d20 rolls 17 or higher) of causing the target to flinch. Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch.	15	Yes	37	Single adjacent Pokémon	3	The user charges at the target and may make it flinch.	OK	
Weather Ball	Normal	Special	50	20	0	The power and type of Weather Ball changes with the weather. With no weather condition it is Normal and has a base power of 50. If a weather condition is in effect, its power increases to 100 and the move becomes a different type: Bright sunlight = Fire type, Heavy rain = Water type, Sandstorm = Rock type, Hailstorm = Ice type, Fog = stays Normal type (but power still doubles). Weather Ball will receive STAB where appropriate - for example by Vanilluxe during a hailstorm, or Castform during sun, rain or hail since it transforms into the appropriate type. In sun and rain, the power of Weather Ball will gain an additional +50 power because Fire- and Water-type moves are boosted respectively in those conditions. (Other weather conditions don't receive any type boost.)	10	No	1	Single adjacent Pokémon	6	This attack move varies in power and type depending on the weather.	OK	
Whirlpool	Water	Special	35	17	0	Whirlpool inflicts damage immediately and then traps the opponent in a vortex. See rules on "Trap Moves" for details. In addition, if the affected Pokémon is underwater because of Dive, this move's base power is doubled.	15	No	27	Single adjacent Pokémon	9	The user traps the target in a violent swirling whirlpool for four to five turns.	OK?	
Whirlwind	Normal	Status			0	Whirlwind blows the target Pokémon away up to 20m, at the user's direction. Pokémon with the ability Suction Cups or those rooted by Ingrain are not affected by Whirlwind.	20	No	25	Single Pokémon within 10m	13	The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.	OK	
Wicked Blow	Dark	Physical	80	20	0	Always uses critical dice and ignores stat changes on the target	5	Yes	1	Single adjacent Pokémon	1		OK	
Wide Guard	Rock	Status			3	Wide Guard protects nearby allies from all damage, until the beginning of the user's next turn. It has priority +3 so will activate before most other moves. The accuracy of Wide Guard does not decrease if used consecutively after itself or Quick Guard. However, it does decrease the accuracy of Protect, Detect, Endure, Spiky Shield, King's Shield and Baneful Bunker by one stage each time it or Quick Guard is used.	10	No	18	All ally Pokémon within 5m	25	The user and its allies are protected from wide-ranging attacks for one turn.	OK	Reinterpreted so it's basically Protect but with an AOE range so it can protect nearby allies. Is it balanced to block multiple attacks?
Wild Charge	Electric	Physical	90	20	0	Wild Charge deals damage, but the user receives 25% of the damage it inflicted in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 25 HP.	15	Yes	55	Single adjacent Pokémon	11	The user shrouds itself in electricity and smashes into its target. This also damages the user a little.	OK	
Will-O-Wisp	Fire	Status	85	17	0	Will-O-Wisp causes the target to become burned, if it hits. Fire type Pokémon, those with the ability Water Veil or those behind a Substitute cannot be burned.	15	No	20	Single adjacent Pokémon	15	The user shoots a sinister flame at the target to inflict a burn.	OK	
Wing Attack	Flying	Agility	60	20	0	Wing Attack deals damage with no additional effect.	35	Yes	10	Single adjacent Pokémon	19	The target is struck with large, imposing wings spread wide to inflict damage.	OK	
Wish	Normal	Status		20	0	At the beginning of their next turn, the target recovers HP up to 50% of their max HP. The accuracy of Wish decreases by one stage after each time it is used. This decrease cannot be undone by effects which would normally restore accuracy.	10	No	30	Self or ally Pokémon within 10m	10	One turn after this move is used, the user’s or its replacement’s HP is restored by half the user’s max HP.	OK	Changed to allow healing of nearby allies since healing moves are rare
Withdraw	Water	Status			0	Withdraw raises the user's Defense by one stage.	40	No	1	Self	26	The user withdraws its body into its hard shell, raising its Defense stat.	OK	
